YR,MONTH,HPI,STATE
1983,DEC,83.97,OK
1984,JAN,83.39,OK
1984,FEB,82.94,OK
1984,MAR,82.74,OK
1984,ARP,82.79,OK
1984,MAY,82.92,OK
1984,JUN,82.91,OK
1984,JUL,82.68,OK
1984,AUG,82.33,OK
1984,SEP,82.01,OK
1984,OCT,81.61,OK
1984,NOV,81.08,OK
1984,DEC,80.68,OK
1985,JAN,80.5,OK
1985,FEB,80.36,OK
1985,MAR,80.14,OK
1985,ARP,79.82,OK
1985,MAY,79.46,OK
1985,JUN,79.24,OK
1985,JUL,79.22,OK
1985,AUG,79.14,OK
1985,SEP,78.8,OK
1985,OCT,78.15,OK
1985,NOV,77.34,OK
1985,DEC,76.86,OK
1986,JAN,76.9,OK
1986,FEB,77.25,OK
1986,MAR,77.7,OK
1986,ARP,77.99,OK
1986,MAY,77.91,OK
1986,JUN,77.49,OK
1986,JUL,76.97,OK
1986,AUG,76.4,OK
1986,SEP,75.74,OK
1986,OCT,75.03,OK
1986,NOV,74.38,OK
1986,DEC,73.93,OK
1987,JAN,73.66,OK
1987,FEB,73.41,OK
1987,MAR,72.95,OK
1987,ARP,72.29,OK
1987,MAY,71.64,OK
1987,JUN,70.99,OK
1987,JUL,70.23,OK
1987,AUG,69.35,OK
1987,SEP,68.49,OK
1987,OCT,67.89,OK
1987,NOV,67.5,OK
1987,DEC,67.05,OK
1988,JAN,66.46,OK
1988,FEB,65.99,OK
1988,MAR,65.79,OK
1988,ARP,65.9,OK
1988,MAY,66.12,OK
1988,JUN,66.07,OK
1988,JUL,65.7,OK
1988,AUG,65.28,OK
1988,SEP,65.07,OK
1988,OCT,65.15,OK
1988,NOV,65.42,OK
1988,DEC,65.6,OK
1989,JAN,65.59,OK
1989,FEB,65.58,OK
1989,MAR,65.62,OK
1989,ARP,65.81,OK
1989,MAY,66.27,OK
1989,JUN,66.85,OK
1989,JUL,67.3,OK
1989,AUG,67.47,OK
1989,SEP,67.33,OK
1989,OCT,67.01,OK
1989,NOV,66.61,OK
1989,DEC,66.38,OK
1990,JAN,66.47,OK
1990,FEB,66.72,OK
1990,MAR,67.06,OK
1990,ARP,67.43,OK
1990,MAY,67.77,OK
1990,JUN,68,OK
1990,JUL,67.94,OK
1990,AUG,67.64,OK
1990,SEP,67.31,OK
1990,OCT,67.17,OK
1990,NOV,67.24,OK
1990,DEC,67.53,OK
1991,JAN,67.87,OK
1991,FEB,68.13,OK
1991,MAR,68.45,OK
1991,ARP,68.9,OK
1991,MAY,69.36,OK
1991,JUN,69.62,OK
1991,JUL,69.69,OK
1991,AUG,69.9,OK
1991,SEP,70.31,OK
1991,OCT,70.66,OK
1991,NOV,70.83,OK
1991,DEC,70.98,OK
1992,JAN,71.18,OK
1992,FEB,71.36,OK
1992,MAR,71.48,OK
1992,ARP,71.63,OK
1992,MAY,71.92,OK
1992,JUN,72.17,OK
1992,JUL,72.25,OK
1992,AUG,72.4,OK
1992,SEP,72.68,OK
1992,OCT,72.99,OK
1992,NOV,73.18,OK
1992,DEC,73.21,OK
1993,JAN,73.14,OK
1993,FEB,73.18,OK
1993,MAR,73.56,OK
1993,ARP,74.22,OK
1993,MAY,74.96,OK
1993,JUN,75.58,OK
1993,JUL,76.02,OK
1993,AUG,76.37,OK
1993,SEP,76.68,OK
1993,OCT,76.97,OK
1993,NOV,77.23,OK
1993,DEC,77.28,OK
1994,JAN,77.3,OK
1994,FEB,77.61,OK
1994,MAR,78.21,OK
1994,ARP,78.88,OK
1994,MAY,79.37,OK
1994,JUN,79.61,OK
1994,JUL,79.73,OK
1994,AUG,79.92,OK
1994,SEP,80.11,OK
1994,OCT,80.31,OK
1994,NOV,80.58,OK
1994,DEC,80.76,OK
1995,JAN,80.69,OK
1995,FEB,80.54,OK
1995,MAR,80.64,OK
1995,ARP,81.07,OK
1995,MAY,81.6,OK
1995,JUN,82.08,OK
1995,JUL,82.37,OK
1995,AUG,82.39,OK
1995,SEP,82.3,OK
1995,OCT,82.39,OK
1995,NOV,82.62,OK
1995,DEC,82.73,OK
1996,JAN,82.82,OK
1996,FEB,83.19,OK
1996,MAR,83.83,OK
1996,ARP,84.56,OK
1996,MAY,85.23,OK
1996,JUN,85.69,OK
1996,JUL,85.98,OK
1996,AUG,86.11,OK
1996,SEP,86.04,OK
1996,OCT,85.91,OK
1996,NOV,85.72,OK
1996,DEC,85.56,OK
1997,JAN,85.65,OK
1997,FEB,86.1,OK
1997,MAR,86.73,OK
1997,ARP,87.2,OK
1997,MAY,87.44,OK
1997,JUN,87.58,OK
1997,JUL,87.72,OK
1997,AUG,87.78,OK
1997,SEP,87.79,OK
1997,OCT,87.9,OK
1997,NOV,87.99,OK
1997,DEC,88.07,OK
1998,JAN,88.26,OK
1998,FEB,88.55,OK
1998,MAR,88.77,OK
1998,ARP,89.26,OK
1998,MAY,90.19,OK
1998,JUN,91.08,OK
1998,JUL,91.69,OK
1998,AUG,91.98,OK
1998,SEP,92.13,OK
1998,OCT,92.5,OK
1998,NOV,93.01,OK
1998,DEC,93.15,OK
1999,JAN,93.03,OK
1999,FEB,93.15,OK
1999,MAR,93.7,OK
1999,ARP,94.39,OK
1999,MAY,94.97,OK
1999,JUN,95.63,OK
1999,JUL,96.36,OK
1999,AUG,96.81,OK
1999,SEP,96.79,OK
1999,OCT,96.5,OK
1999,NOV,96.23,OK
1999,DEC,96.17,OK
2000,JAN,96.43,OK
2000,FEB,97.09,OK
2000,MAR,97.97,OK
2000,ARP,98.76,OK
2000,MAY,99.4,OK
2000,JUN,99.88,OK
2000,JUL,100.14,OK
2000,AUG,100.38,OK
2000,SEP,100.6,OK
2000,OCT,100.62,OK
2000,NOV,100.39,OK
2000,DEC,100,OK
2001,JAN,99.84,OK
2001,FEB,100.19,OK
2001,MAR,100.88,OK
2001,ARP,101.76,OK
2001,MAY,102.69,OK
2001,JUN,103.31,OK
2001,JUL,103.48,OK
2001,AUG,103.46,OK
2001,SEP,103.56,OK
2001,OCT,103.66,OK
2001,NOV,103.66,OK
2001,DEC,103.74,OK
2002,JAN,103.87,OK
2002,FEB,104.19,OK
2002,MAR,104.85,OK
2002,ARP,105.78,OK
2002,MAY,106.59,OK
2002,JUN,107.15,OK
2002,JUL,107.5,OK
2002,AUG,107.59,OK
2002,SEP,107.67,OK
2002,OCT,107.84,OK
2002,NOV,108.04,OK
2002,DEC,108.15,OK
2003,JAN,108.12,OK
2003,FEB,108.17,OK
2003,MAR,108.5,OK
2003,ARP,109.06,OK
2003,MAY,109.79,OK
2003,JUN,110.6,OK
2003,JUL,111.31,OK
2003,AUG,111.78,OK
2003,SEP,111.9,OK
2003,OCT,111.95,OK
2003,NOV,111.99,OK
2003,DEC,111.85,OK
2004,JAN,111.74,OK
2004,FEB,112,OK
2004,MAR,112.72,OK
2004,ARP,113.65,OK
2004,MAY,114.52,OK
2004,JUN,115.19,OK
2004,JUL,115.51,OK
2004,AUG,115.54,OK
2004,SEP,115.73,OK
2004,OCT,116.12,OK
2004,NOV,116.28,OK
2004,DEC,116.17,OK
2005,JAN,116.16,OK
2005,FEB,116.76,OK
2005,MAR,118.01,OK
2005,ARP,119.31,OK
2005,MAY,120.34,OK
2005,JUN,121.22,OK
2005,JUL,121.84,OK
2005,AUG,121.98,OK
2005,SEP,122.06,OK
2005,OCT,122.23,OK
2005,NOV,122.5,OK
2005,DEC,122.89,OK
2006,JAN,123.3,OK
2006,FEB,123.93,OK
2006,MAR,124.84,OK
2006,ARP,126.11,OK
2006,MAY,127.31,OK
2006,JUN,127.9,OK
2006,JUL,127.98,OK
2006,AUG,127.93,OK
2006,SEP,127.95,OK
2006,OCT,127.9,OK
2006,NOV,127.86,OK
2006,DEC,128.13,OK
2007,JAN,128.5,OK
2007,FEB,128.85,OK
2007,MAR,129.4,OK
2007,ARP,130.11,OK
2007,MAY,131.03,OK
2007,JUN,132.08,OK
2007,JUL,132.94,OK
2007,AUG,133.53,OK
2007,SEP,133.58,OK
2007,OCT,132.84,OK
2007,NOV,131.68,OK
2007,DEC,130.5,OK
2008,JAN,129.65,OK
2008,FEB,129.54,OK
2008,MAR,130.24,OK
2008,ARP,131.3,OK
2008,MAY,132.45,OK
2008,JUN,133.46,OK
2008,JUL,133.89,OK
2008,AUG,133.34,OK
2008,SEP,132.01,OK
2008,OCT,130.71,OK
2008,NOV,129.52,OK
2008,DEC,128.49,OK
2009,JAN,128.14,OK
2009,FEB,128.52,OK
2009,MAR,129.34,OK
2009,ARP,130.15,OK
2009,MAY,130.56,OK
2009,JUN,130.79,OK
2009,JUL,131.32,OK
2009,AUG,131.99,OK
2009,SEP,132.42,OK
2009,OCT,132.47,OK
2009,NOV,132.09,OK
2009,DEC,131.27,OK
2010,JAN,130.35,OK
2010,FEB,129.97,OK
2010,MAR,130.45,OK
2010,ARP,131.51,OK
2010,MAY,132.31,OK
2010,JUN,132.63,OK
2010,JUL,132.58,OK
2010,AUG,131.88,OK
2010,SEP,130.81,OK
2010,OCT,129.93,OK
2010,NOV,129.03,OK
2010,DEC,127.8,OK
2011,JAN,126.57,OK
2011,FEB,126.1,OK
2011,MAR,126.73,OK
2011,ARP,128.17,OK
2011,MAY,129.58,OK
2011,JUN,130.19,OK
2011,JUL,129.96,OK
2011,AUG,129.15,OK
2011,SEP,128.14,OK
2011,OCT,127.45,OK
2011,NOV,127.24,OK
2011,DEC,127.26,OK
2012,JAN,127.37,OK
2012,FEB,127.87,OK
2012,MAR,128.85,OK
2012,ARP,129.88,OK
2012,MAY,130.69,OK
2012,JUN,131.26,OK
2012,JUL,131.62,OK
2012,AUG,132.02,OK
2012,SEP,132.32,OK
2012,OCT,132.31,OK
2012,NOV,131.96,OK
2012,DEC,131.53,OK
2013,JAN,131.6,OK
2013,FEB,132.28,OK
2013,MAR,133.32,OK
2013,ARP,134.48,OK
2013,MAY,135.62,OK
2013,JUN,136.64,OK
2013,JUL,137.18,OK
2013,AUG,137.15,OK
2013,SEP,136.8,OK
2013,OCT,136.35,OK
2013,NOV,136.04,OK
2013,DEC,135.89,OK
2014,JAN,135.78,OK
2014,FEB,136.05,OK
2014,MAR,137.08,OK
2014,ARP,138.63,OK
2014,MAY,139.93,OK
2014,JUN,140.72,OK
2014,JUL,141.22,OK
2014,AUG,141.64,OK
2014,SEP,142.14,OK
2014,OCT,142.54,OK
2014,NOV,142.66,OK
2014,DEC,142.53,OK
2015,JAN,142.59,OK
2015,FEB,142.95,OK
2015,MAR,143.45,OK
2015,ARP,144.44,OK
2015,MAY,146.07,OK
2015,JUN,147.57,OK
2015,JUL,148.04,OK
2015,AUG,147.72,OK
2015,SEP,147.31,OK
2015,OCT,147.03,OK
2015,NOV,146.7,OK
2015,DEC,146.39,OK
2016,JAN,146.35,OK
2016,FEB,146.7,OK
2016,MAR,147.26,OK
2016,ARP,147.82,OK
2016,MAY,148.57,OK
2016,JUN,149.54,OK
2016,JUL,150.39,OK
2016,AUG,150.7,OK
2016,SEP,150.4,OK
2016,OCT,149.75,OK
2016,NOV,149.22,OK
2016,DEC,149.1,OK
2017,JAN,149.51,OK
2017,FEB,150.68,OK
2017,MAR,152.24,OK
2017,ARP,153.52,OK
2017,MAY,154.32,OK
2017,JUN,155.02,OK
2017,JUL,155.71,OK
2017,AUG,156.28,OK
2017,SEP,156.66,OK
2017,OCT,156.61,OK
2017,NOV,156.06,OK
2017,DEC,155.98,OK
1975,JAN,19.7,OR
1975,FEB,20.18,OR
1975,MAR,20.64,OR
1975,ARP,21.06,OR
1975,MAY,21.47,OR
1975,JUN,21.87,OR
1975,JUL,22.23,OR
1975,AUG,22.49,OR
1975,SEP,22.66,OR
1975,OCT,22.77,OR
1975,NOV,22.83,OR
1975,DEC,22.91,OR
1976,JAN,23.03,OR
1976,FEB,23.18,OR
1976,MAR,23.41,OR
1976,ARP,23.7,OR
1976,MAY,24.06,OR
1976,JUN,24.5,OR
1976,JUL,24.96,OR
1976,AUG,25.39,OR
1976,SEP,25.78,OR
1976,OCT,26.16,OR
1976,NOV,26.57,OR
1976,DEC,27,OR
1977,JAN,27.37,OR
1977,FEB,27.62,OR
1977,MAR,27.83,OR
1977,ARP,28.15,OR
1977,MAY,28.68,OR
1977,JUN,29.36,OR
1977,JUL,30.04,OR
1977,AUG,30.61,OR
1977,SEP,31.04,OR
1977,OCT,31.35,OR
1977,NOV,31.63,OR
1977,DEC,31.95,OR
1978,JAN,32.35,OR
1978,FEB,32.81,OR
1978,MAR,33.32,OR
1978,ARP,33.93,OR
1978,MAY,34.59,OR
1978,JUN,35.25,OR
1978,JUL,35.87,OR
1978,AUG,36.42,OR
1978,SEP,36.87,OR
1978,OCT,37.28,OR
1978,NOV,37.69,OR
1978,DEC,38.07,OR
1979,JAN,38.39,OR
1979,FEB,38.61,OR
1979,MAR,38.79,OR
1979,ARP,39.02,OR
1979,MAY,39.39,OR
1979,JUN,39.85,OR
1979,JUL,40.31,OR
1979,AUG,40.76,OR
1979,SEP,41.17,OR
1979,OCT,41.42,OR
1979,NOV,41.5,OR
1979,DEC,41.51,OR
1980,JAN,41.51,OR
1980,FEB,41.56,OR
1980,MAR,41.72,OR
1980,ARP,41.94,OR
1980,MAY,42.24,OR
1980,JUN,42.61,OR
1980,JUL,42.98,OR
1980,AUG,43.19,OR
1980,SEP,43.19,OR
1980,OCT,42.98,OR
1980,NOV,42.66,OR
1980,DEC,42.35,OR
1981,JAN,42.15,OR
1981,FEB,42.03,OR
1981,MAR,41.91,OR
1981,ARP,41.76,OR
1981,MAY,41.5,OR
1981,JUN,41.07,OR
1981,JUL,40.48,OR
1981,AUG,39.82,OR
1981,SEP,39.19,OR
1981,OCT,38.69,OR
1981,NOV,38.46,OR
1981,DEC,38.55,OR
1982,JAN,38.86,OR
1982,FEB,39.27,OR
1982,MAR,39.71,OR
1982,ARP,40.14,OR
1982,MAY,40.53,OR
1982,JUN,40.84,OR
1982,JUL,41.09,OR
1982,AUG,41.36,OR
1982,SEP,41.66,OR
1982,OCT,41.96,OR
1982,NOV,42.18,OR
1982,DEC,42.3,OR
1983,JAN,42.29,OR
1983,FEB,42.16,OR
1983,MAR,41.97,OR
1983,ARP,41.77,OR
1983,MAY,41.6,OR
1983,JUN,41.45,OR
1983,JUL,41.29,OR
1983,AUG,41.12,OR
1983,SEP,41.02,OR
1983,OCT,40.97,OR
1983,NOV,40.95,OR
1983,DEC,40.89,OR
1984,JAN,40.72,OR
1984,FEB,40.47,OR
1984,MAR,40.23,OR
1984,ARP,40.03,OR
1984,MAY,39.85,OR
1984,JUN,39.69,OR
1984,JUL,39.53,OR
1984,AUG,39.55,OR
1984,SEP,39.98,OR
1984,OCT,40.74,OR
1984,NOV,41.54,OR
1984,DEC,41.95,OR
1985,JAN,41.7,OR
1985,FEB,41.06,OR
1985,MAR,40.46,OR
1985,ARP,40.03,OR
1985,MAY,39.75,OR
1985,JUN,39.56,OR
1985,JUL,39.54,OR
1985,AUG,39.65,OR
1985,SEP,39.78,OR
1985,OCT,39.89,OR
1985,NOV,39.91,OR
1985,DEC,39.68,OR
1986,JAN,39.26,OR
1986,FEB,38.8,OR
1986,MAR,38.5,OR
1986,ARP,38.81,OR
1986,MAY,39.56,OR
1986,JUN,40.09,OR
1986,JUL,40.12,OR
1986,AUG,39.73,OR
1986,SEP,39.19,OR
1986,OCT,39.13,OR
1986,NOV,39.48,OR
1986,DEC,39.73,OR
1987,JAN,39.83,OR
1987,FEB,39.89,OR
1987,MAR,39.94,OR
1987,ARP,39.98,OR
1987,MAY,40.04,OR
1987,JUN,40.03,OR
1987,JUL,39.95,OR
1987,AUG,39.94,OR
1987,SEP,40,OR
1987,OCT,40.01,OR
1987,NOV,39.92,OR
1987,DEC,39.8,OR
1988,JAN,39.72,OR
1988,FEB,39.74,OR
1988,MAR,39.92,OR
1988,ARP,40.25,OR
1988,MAY,40.64,OR
1988,JUN,41.06,OR
1988,JUL,41.53,OR
1988,AUG,41.91,OR
1988,SEP,42.04,OR
1988,OCT,41.98,OR
1988,NOV,42.03,OR
1988,DEC,42.24,OR
1989,JAN,42.5,OR
1989,FEB,42.77,OR
1989,MAR,43.06,OR
1989,ARP,43.35,OR
1989,MAY,43.78,OR
1989,JUN,44.43,OR
1989,JUL,45.03,OR
1989,AUG,45.33,OR
1989,SEP,45.52,OR
1989,OCT,45.85,OR
1989,NOV,46.35,OR
1989,DEC,46.91,OR
1990,JAN,47.48,OR
1990,FEB,48.13,OR
1990,MAR,48.9,OR
1990,ARP,49.77,OR
1990,MAY,50.64,OR
1990,JUN,51.47,OR
1990,JUL,52.25,OR
1990,AUG,52.9,OR
1990,SEP,53.36,OR
1990,OCT,53.64,OR
1990,NOV,53.71,OR
1990,DEC,53.71,OR
1991,JAN,53.87,OR
1991,FEB,54.18,OR
1991,MAR,54.59,OR
1991,ARP,55.09,OR
1991,MAY,55.63,OR
1991,JUN,56.11,OR
1991,JUL,56.56,OR
1991,AUG,56.91,OR
1991,SEP,57.14,OR
1991,OCT,57.38,OR
1991,NOV,57.75,OR
1991,DEC,58.24,OR
1992,JAN,58.75,OR
1992,FEB,59.25,OR
1992,MAR,59.72,OR
1992,ARP,60.13,OR
1992,MAY,60.6,OR
1992,JUN,61.12,OR
1992,JUL,61.44,OR
1992,AUG,61.71,OR
1992,SEP,62.16,OR
1992,OCT,62.71,OR
1992,NOV,63.15,OR
1992,DEC,63.44,OR
1993,JAN,63.61,OR
1993,FEB,63.91,OR
1993,MAR,64.46,OR
1993,ARP,65.1,OR
1993,MAY,65.76,OR
1993,JUN,66.51,OR
1993,JUL,67.16,OR
1993,AUG,67.57,OR
1993,SEP,67.93,OR
1993,OCT,68.32,OR
1993,NOV,68.64,OR
1993,DEC,68.98,OR
1994,JAN,69.56,OR
1994,FEB,70.42,OR
1994,MAR,71.49,OR
1994,ARP,72.51,OR
1994,MAY,73.3,OR
1994,JUN,73.88,OR
1994,JUL,74.32,OR
1994,AUG,74.75,OR
1994,SEP,75.26,OR
1994,OCT,75.68,OR
1994,NOV,76.05,OR
1994,DEC,76.55,OR
1995,JAN,77.14,OR
1995,FEB,77.82,OR
1995,MAR,78.4,OR
1995,ARP,78.86,OR
1995,MAY,79.33,OR
1995,JUN,79.7,OR
1995,JUL,80.1,OR
1995,AUG,80.62,OR
1995,SEP,80.88,OR
1995,OCT,80.94,OR
1995,NOV,81.1,OR
1995,DEC,81.33,OR
1996,JAN,81.63,OR
1996,FEB,82.29,OR
1996,MAR,83.41,OR
1996,ARP,84.46,OR
1996,MAY,85.19,OR
1996,JUN,85.72,OR
1996,JUL,86.06,OR
1996,AUG,86.35,OR
1996,SEP,86.66,OR
1996,OCT,86.77,OR
1996,NOV,86.81,OR
1996,DEC,87.19,OR
1997,JAN,87.73,OR
1997,FEB,88.33,OR
1997,MAR,89.03,OR
1997,ARP,89.69,OR
1997,MAY,90.1,OR
1997,JUN,90.34,OR
1997,JUL,90.71,OR
1997,AUG,91,OR
1997,SEP,91.04,OR
1997,OCT,90.97,OR
1997,NOV,90.85,OR
1997,DEC,90.64,OR
1998,JAN,90.55,OR
1998,FEB,91.01,OR
1998,MAR,91.93,OR
1998,ARP,92.83,OR
1998,MAY,93.34,OR
1998,JUN,93.58,OR
1998,JUL,93.79,OR
1998,AUG,94.01,OR
1998,SEP,94.14,OR
1998,OCT,94.06,OR
1998,NOV,93.93,OR
1998,DEC,93.94,OR
1999,JAN,94.15,OR
1999,FEB,94.63,OR
1999,MAR,95.26,OR
1999,ARP,95.86,OR
1999,MAY,96.42,OR
1999,JUN,96.81,OR
1999,JUL,97.06,OR
1999,AUG,97.35,OR
1999,SEP,97.4,OR
1999,OCT,97.16,OR
1999,NOV,97.12,OR
1999,DEC,97.49,OR
2000,JAN,97.9,OR
2000,FEB,98.32,OR
2000,MAR,98.96,OR
2000,ARP,99.6,OR
2000,MAY,100.25,OR
2000,JUN,100.59,OR
2000,JUL,100.6,OR
2000,AUG,100.59,OR
2000,SEP,100.47,OR
2000,OCT,100.33,OR
2000,NOV,100.13,OR
2000,DEC,100,OR
2001,JAN,100.23,OR
2001,FEB,100.83,OR
2001,MAR,101.66,OR
2001,ARP,102.45,OR
2001,MAY,103.2,OR
2001,JUN,103.89,OR
2001,JUL,104.39,OR
2001,AUG,104.64,OR
2001,SEP,104.63,OR
2001,OCT,104.49,OR
2001,NOV,104.55,OR
2001,DEC,104.86,OR
2002,JAN,105.19,OR
2002,FEB,105.7,OR
2002,MAR,106.49,OR
2002,ARP,107.53,OR
2002,MAY,108.63,OR
2002,JUN,109.53,OR
2002,JUL,110.16,OR
2002,AUG,110.6,OR
2002,SEP,110.81,OR
2002,OCT,110.94,OR
2002,NOV,111.06,OR
2002,DEC,111.19,OR
2003,JAN,111.45,OR
2003,FEB,111.87,OR
2003,MAR,112.66,OR
2003,ARP,113.93,OR
2003,MAY,115.32,OR
2003,JUN,116.41,OR
2003,JUL,117.14,OR
2003,AUG,117.85,OR
2003,SEP,118.44,OR
2003,OCT,118.72,OR
2003,NOV,118.86,OR
2003,DEC,118.98,OR
2004,JAN,119.37,OR
2004,FEB,120.29,OR
2004,MAR,121.87,OR
2004,ARP,123.73,OR
2004,MAY,125.69,OR
2004,JUN,127.64,OR
2004,JUL,129.25,OR
2004,AUG,130.53,OR
2004,SEP,131.43,OR
2004,OCT,132.1,OR
2004,NOV,132.77,OR
2004,DEC,133.55,OR
2005,JAN,134.66,OR
2005,FEB,136.22,OR
2005,MAR,138.55,OR
2005,ARP,141.72,OR
2005,MAY,145.02,OR
2005,JUN,148.23,OR
2005,JUL,151.3,OR
2005,AUG,154.02,OR
2005,SEP,156.22,OR
2005,OCT,157.91,OR
2005,NOV,159.27,OR
2005,DEC,160.45,OR
2006,JAN,161.87,OR
2006,FEB,163.82,OR
2006,MAR,166.33,OR
2006,ARP,169.17,OR
2006,MAY,171.87,OR
2006,JUN,174.35,OR
2006,JUL,176.18,OR
2006,AUG,176.8,OR
2006,SEP,176.42,OR
2006,OCT,175.56,OR
2006,NOV,174.68,OR
2006,DEC,174.3,OR
2007,JAN,174.72,OR
2007,FEB,176.08,OR
2007,MAR,178.05,OR
2007,ARP,179.91,OR
2007,MAY,181.26,OR
2007,JUN,181.94,OR
2007,JUL,181.54,OR
2007,AUG,180.14,OR
2007,SEP,178.45,OR
2007,OCT,176.68,OR
2007,NOV,174.71,OR
2007,DEC,172.76,OR
2008,JAN,171.26,OR
2008,FEB,170.56,OR
2008,MAR,170.61,OR
2008,ARP,170.75,OR
2008,MAY,170.74,OR
2008,JUN,170.32,OR
2008,JUL,169.07,OR
2008,AUG,167.06,OR
2008,SEP,164.28,OR
2008,OCT,160.8,OR
2008,NOV,157.22,OR
2008,DEC,154.48,OR
2009,JAN,152.99,OR
2009,FEB,152.05,OR
2009,MAR,150.93,OR
2009,ARP,149.76,OR
2009,MAY,149.1,OR
2009,JUN,149.24,OR
2009,JUL,149.48,OR
2009,AUG,149.15,OR
2009,SEP,148.34,OR
2009,OCT,147.01,OR
2009,NOV,145.13,OR
2009,DEC,143.24,OR
2010,JAN,142.01,OR
2010,FEB,141.78,OR
2010,MAR,142.58,OR
2010,ARP,143.74,OR
2010,MAY,144.01,OR
2010,JUN,142.92,OR
2010,JUL,141.02,OR
2010,AUG,139.02,OR
2010,SEP,137.13,OR
2010,OCT,135.26,OR
2010,NOV,133.25,OR
2010,DEC,131.15,OR
2011,JAN,129.42,OR
2011,FEB,128.53,OR
2011,MAR,128.59,OR
2011,ARP,129.11,OR
2011,MAY,129.74,OR
2011,JUN,130.6,OR
2011,JUL,131.43,OR
2011,AUG,131.39,OR
2011,SEP,130.5,OR
2011,OCT,129.46,OR
2011,NOV,128.32,OR
2011,DEC,126.89,OR
2012,JAN,125.69,OR
2012,FEB,125.46,OR
2012,MAR,126.59,OR
2012,ARP,128.75,OR
2012,MAY,130.91,OR
2012,JUN,132.47,OR
2012,JUL,133.48,OR
2012,AUG,134.28,OR
2012,SEP,135,OR
2012,OCT,135.33,OR
2012,NOV,135.34,OR
2012,DEC,135.5,OR
2013,JAN,136.18,OR
2013,FEB,137.84,OR
2013,MAR,140.74,OR
2013,ARP,144.11,OR
2013,MAY,146.95,OR
2013,JUN,149.32,OR
2013,JUL,151.27,OR
2013,AUG,152.2,OR
2013,SEP,152.45,OR
2013,OCT,152.26,OR
2013,NOV,151.67,OR
2013,DEC,151.35,OR
2014,JAN,151.88,OR
2014,FEB,153.58,OR
2014,MAR,155.81,OR
2014,ARP,157.61,OR
2014,MAY,159.09,OR
2014,JUN,160.67,OR
2014,JUL,161.73,OR
2014,AUG,161.67,OR
2014,SEP,161.19,OR
2014,OCT,161.35,OR
2014,NOV,161.76,OR
2014,DEC,161.82,OR
2015,JAN,162.02,OR
2015,FEB,163.08,OR
2015,MAR,165.32,OR
2015,ARP,168.42,OR
2015,MAY,171.83,OR
2015,JUN,174.67,OR
2015,JUL,176.48,OR
2015,AUG,177.33,OR
2015,SEP,177.69,OR
2015,OCT,178.17,OR
2015,NOV,178.8,OR
2015,DEC,179.33,OR
2016,JAN,179.9,OR
2016,FEB,181.36,OR
2016,MAR,184.44,OR
2016,ARP,188.65,OR
2016,MAY,192.62,OR
2016,JUN,195.39,OR
2016,JUL,196.9,OR
2016,AUG,197.6,OR
2016,SEP,197.81,OR
2016,OCT,197.62,OR
2016,NOV,197.52,OR
2016,DEC,197.63,OR
2017,JAN,198.4,OR
2017,FEB,200.52,OR
2017,MAR,203.71,OR
2017,ARP,207.33,OR
2017,MAY,210.46,OR
2017,JUN,212.34,OR
2017,JUL,213.15,OR
2017,AUG,213.49,OR
2017,SEP,213.52,OR
2017,OCT,213.27,OR
2017,NOV,212.94,OR
2017,DEC,212.77,OR
1975,JAN,28.76,PA
1975,FEB,29.07,PA
1975,MAR,29.32,PA
1975,ARP,29.52,PA
1975,MAY,29.77,PA
1975,JUN,30.06,PA
1975,JUL,30.25,PA
1975,AUG,30.16,PA
1975,SEP,29.71,PA
1975,OCT,29.16,PA
1975,NOV,29.3,PA
1975,DEC,30.13,PA
1976,JAN,30.86,PA
1976,FEB,31.27,PA
1976,MAR,31.45,PA
1976,ARP,31.52,PA
1976,MAY,31.65,PA
1976,JUN,31.92,PA
1976,JUL,32.11,PA
1976,AUG,31.91,PA
1976,SEP,31.35,PA
1976,OCT,30.99,PA
1976,NOV,31.36,PA
1976,DEC,32.11,PA
1977,JAN,32.64,PA
1977,FEB,32.92,PA
1977,MAR,33.05,PA
1977,ARP,33.14,PA
1977,MAY,33.39,PA
1977,JUN,33.79,PA
1977,JUL,34.17,PA
1977,AUG,34.39,PA
1977,SEP,34.39,PA
1977,OCT,34.51,PA
1977,NOV,35.04,PA
1977,DEC,35.62,PA
1978,JAN,35.98,PA
1978,FEB,36.26,PA
1978,MAR,36.62,PA
1978,ARP,37.08,PA
1978,MAY,37.54,PA
1978,JUN,37.89,PA
1978,JUL,38.14,PA
1978,AUG,38.23,PA
1978,SEP,37.94,PA
1978,OCT,37.69,PA
1978,NOV,38.18,PA
1978,DEC,39.01,PA
1979,JAN,39.64,PA
1979,FEB,40.06,PA
1979,MAR,40.34,PA
1979,ARP,40.53,PA
1979,MAY,40.8,PA
1979,JUN,41.2,PA
1979,JUL,41.51,PA
1979,AUG,41.65,PA
1979,SEP,41.7,PA
1979,OCT,41.92,PA
1979,NOV,42.46,PA
1979,DEC,43.03,PA
1980,JAN,43.48,PA
1980,FEB,43.78,PA
1980,MAR,43.79,PA
1980,ARP,43.62,PA
1980,MAY,43.54,PA
1980,JUN,43.64,PA
1980,JUL,43.91,PA
1980,AUG,44.36,PA
1980,SEP,44.72,PA
1980,OCT,44.75,PA
1980,NOV,44.65,PA
1980,DEC,44.66,PA
1981,JAN,44.84,PA
1981,FEB,45.11,PA
1981,MAR,45.41,PA
